activityId,processId,templateId,displayName,description,taskId,conditionalGroupName,conditionalGroupOption,diagram_x,diagram_y,schematic_x,schematic_y,createdDateTime,lastUpdatedDateTime,status,progress,plannedStartDateTime,plannedCompleteDateTime,predictedStartDateTime,predictedCompleteDateTime,actualStartDateTime,actualCompleteDateTime,actualDuration,typicalDuration,maximumDuration,slaViolation,slaViolationDateTime,application,applicationCode,applicationMessage,isError,hadError,errorCode,errorMessage,value,milestoneId,releasePolicy,action,plannedActivationDateTime,plannedReleaseDateTime,predictedActivationDateTime,predictedReleaseDateTime,actualActivationDateTime,actualReleaseDateTime,activated,released,sequence,initialMilestoneId,terminalMilestoneId,errorCount,transitionId,initialActivityId,terminalActivityId,processObjectType,uniqueId
BackupDocument,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:55.697+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:55.697+0100,2023-10-17 16:37:55.697+0100,2023-10-17 16:37:55.697+0100,2023-10-17 16:37:55.697+0100,2023-10-17 16:37:55.697+0100,2023-10-17 16:37:55.697+0100,true,true,,,,,,,,Milestone,Activity-BackupDocument|Milestone-End
SendToPartner,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:55.697+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:55.697+0100,2023-10-17 16:37:55.697+0100,2023-10-17 16:37:55.697+0100,2023-10-17 16:37:55.697+0100,2023-10-17 16:37:55.697+0100,2023-10-17 16:37:55.697+0100,true,true,,,,,,,,Milestone,Activity-SendToPartner|Milestone-Start
SignDocument,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:46.697+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:46.697+0100,true,true,,,,,,,,Milestone,Activity-SignDocument|Milestone-Start
SignDocument,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:49.697+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:49.697+0100,2023-10-17 16:37:49.697+0100,2023-10-17 16:37:49.697+0100,2023-10-17 16:37:49.697+0100,2023-10-17 16:37:49.697+0100,2023-10-17 16:37:49.697+0100,true,true,,,,,,,,Milestone,Activity-SignDocument|Milestone-End
ValidateInvoice,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:46.697+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:46.697+0100,true,true,,,,,,,,Milestone,Activity-ValidateInvoice|Milestone-End
ValidateInvoice,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,,,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:46.697+0100,Completed,,2023-10-17 16:37:44.697+0100,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:44.697+0100,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:44.697+0100,2023-10-17 16:37:46.697+0100,,2000,4000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-ValidateInvoice|Section-1
InboundInvoice,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,,,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:44.697+0100,Completed,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:44.697+0100,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:44.697+0100,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:44.697+0100,10000,10000,20000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-InboundInvoice|Section-1
BackupDocument,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,,,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:55.697+0100,Completed,,2023-10-17 16:37:49.697+0100,2023-10-17 16:37:55.697+0100,2023-10-17 16:37:49.697+0100,2023-10-17 16:37:55.697+0100,2023-10-17 16:37:49.697+0100,2023-10-17 16:37:55.697+0100,6000,6000,12000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-BackupDocument|Section-1
SignDocument,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,,,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:49.697+0100,Completed,,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:49.697+0100,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:49.697+0100,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:49.697+0100,3000,3000,6000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-SignDocument|Section-1
SendToPartner,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,,,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:38:03.697+0100,Completed,,2023-10-17 16:37:55.697+0100,2023-10-17 16:38:03.697+0100,2023-10-17 16:37:55.697+0100,2023-10-17 16:38:03.697+0100,2023-10-17 16:37:55.697+0100,2023-10-17 16:38:03.697+0100,8000,8000,16000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-SendToPartner|Section-1
,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,Document Handler,Document Handler description,DocumentHandler,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:55.697+0100,Completed,On Time,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:55.697+0100,2023-10-17 16:37:49.697+0100,2023-10-17 16:37:55.697+0100,2023-10-17 16:37:46.697+0100,2023-10-17 16:37:55.697+0100,9000,9000,18000,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,Task,Task-DocumentHandler
,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,,,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:34.697+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Inbound.Trigger.Basic,2023-10-17 16:37:34.697+0100,,2023-10-17 16:37:34.697+0100,,2023-10-17 16:37:34.697+0100,,true,,,,Start,,4782eef4-293a-4794-8eed-2543c1162820,,InboundInvoice,Transition,Transition-4782eef4-293a-4794-8eed-2543c1162820
,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,,,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:46.697+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Validate.Complete,2023-10-17 16:37:46.697+0100,,2023-10-17 16:37:46.697+0100,,2023-10-17 16:37:46.697+0100,,true,,,End,Start,,4bbe0689-b9c9-4e6c-ae67-4cd78f15e91a,ValidateInvoice,SignDocument,Transition,Transition-4bbe0689-b9c9-4e6c-ae67-4cd78f15e91a
,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,,,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:38:03.697+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.SendToPartner.Complete,2023-10-17 16:38:03.697+0100,,2023-10-17 16:38:03.697+0100,,2023-10-17 16:38:03.697+0100,,true,,,End,,,0b99861c-9ba2-43cb-af51-34731ba4ca8f,SendToPartner,,Transition,Transition-0b99861c-9ba2-43cb-af51-34731ba4ca8f
,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,,,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:49.697+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.SignDoc.Complete,2023-10-17 16:37:49.697+0100,,2023-10-17 16:37:49.697+0100,,2023-10-17 16:37:49.697+0100,,true,,,End,Start,,60cfaddf-4962-4666-8949-a0e0643a5424,SignDocument,BackupDocument,Transition,Transition-60cfaddf-4962-4666-8949-a0e0643a5424
,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,,,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:55.697+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.BackupDoc.Complete,2023-10-17 16:37:55.697+0100,,2023-10-17 16:37:55.697+0100,,2023-10-17 16:37:55.697+0100,,true,,,End,Start,,2a815897-b5ad-4912-b5e7-6015ca6dca15,BackupDocument,SendToPartner,Transition,Transition-2a815897-b5ad-4912-b5e7-6015ca6dca15
,fde9209f-8b06-4365-9d09-4ba39a5d3a8d,BasicTemplate_1.0,,,,,,,,,,2023-10-17 16:37:34.697+0100,2023-10-17 16:37:44.697+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Inbound.Complete,2023-10-17 16:37:44.697+0100,,2023-10-17 16:37:44.697+0100,,2023-10-17 16:37:44.697+0100,,true,,,End,Start,,aaac0c11-704c-4170-abe6-e69832190bef,InboundInvoice,ValidateInvoice,Transition,Transition-aaac0c11-704c-4170-abe6-e69832190bef
ValidateInvoice,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,Validate Invoice,Validate Invoice description,,,,250,100,150,50,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:46.698+0100,Completed,On Time,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:46.698+0100,2000,2000,4000,false,,,,,false,false,,,62969.72,,,,,,,,,,,,,,,,,,,Activity,Activity-ValidateInvoice
SendToPartner,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,Send to Partner,Send to Partner description,,,,250,320,550,50,2023-10-17 16:37:34.698+0100,2023-10-17 16:38:03.698+0100,Completed,On Time,2023-10-17 16:37:55.698+0100,2023-10-17 16:38:03.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:38:03.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:38:03.698+0100,8000,8000,16000,false,,BusinessConnect,BC-0,BC Complete,false,false,,,62969.72,,,,,,,,,,,,,,,,,,,Activity,Activity-SendToPartner
SecondaryInvoiceValidation,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,Secondary Invoice Validation,Secondary Invoice Validation description,,Secondary Invoice Group,1,450,15,250,75,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:34.698+0100,Pending,On Time,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:48.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:48.698+0100,,,,2000,4000,false,,,,,false,false,,,62969.72,,,,,,,,,,,,,,,,,,,Activity,Activity-SecondaryInvoiceValidation
InboundInvoice,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,Inbound Invoice,Inbound Invoice description,,,,50,100,50,50,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:44.698+0100,Completed,On Time,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:44.698+0100,10000,10000,20000,false,,,,,false,false,,,62969.72,,,,,,,,,,,,,,,,,,,Activity,Activity-InboundInvoice
SignDocument,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,Sign Document,Sign Document description,DocumentHandler,,,450,180,350,50,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:49.698+0100,Completed,On Time,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:49.698+0100,3000,3000,6000,false,,,,,false,false,,,62969.72,,,,,,,,,,,,,,,,,,,Activity,Activity-SignDocument
BackupDocument,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,Backup Document,Backup Document description,DocumentHandler,,,650,180,450,50,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:55.698+0100,Completed,On Time,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:55.698+0100,6000,6000,12000,false,,,,,false,false,,,62969.72,,,,,,,,,,,,,,,,,,,Activity,Activity-BackupDocument
InboundInvoice,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:44.698+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:44.698+0100,true,true,,,,,,,,Milestone,Activity-InboundInvoice|Milestone-End
SendToPartner,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:55.698+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:55.698+0100,true,true,,,,,,,,Milestone,Activity-SendToPartner|Milestone-Start
InboundInvoice,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:34.698+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:34.698+0100,true,true,,,,,,,,Milestone,Activity-InboundInvoice|Milestone-Start
SignDocument,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:49.698+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:49.698+0100,true,true,,,,,,,,Milestone,Activity-SignDocument|Milestone-End
ValidateInvoice,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:44.698+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:44.698+0100,true,true,,,,,,,,Milestone,Activity-ValidateInvoice|Milestone-Start
BackupDocument,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:49.698+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:49.698+0100,true,true,,,,,,,,Milestone,Activity-BackupDocument|Milestone-Start
SecondaryInvoiceValidation,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:34.698+0100,Pending,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:46.698+0100,,,false,false,,,,,,,,Milestone,Activity-SecondaryInvoiceValidation|Milestone-Start
SecondaryInvoiceValidation,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:34.698+0100,Pending,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:48.698+0100,2023-10-17 16:37:48.698+0100,2023-10-17 16:37:48.698+0100,2023-10-17 16:37:48.698+0100,,,false,false,,,,,,,,Milestone,Activity-SecondaryInvoiceValidation|Milestone-End
SignDocument,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:46.698+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,First Activated,,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:46.698+0100,true,true,,,,,,,,Milestone,Activity-SignDocument|Milestone-Start
BackupDocument,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:55.698+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:55.698+0100,true,true,,,,,,,,Milestone,Activity-BackupDocument|Milestone-End
ValidateInvoice,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:46.698+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:46.698+0100,true,true,,,,,,,,Milestone,Activity-ValidateInvoice|Milestone-End
SendToPartner,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:38:03.698+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:38:03.698+0100,2023-10-17 16:38:03.698+0100,2023-10-17 16:38:03.698+0100,2023-10-17 16:38:03.698+0100,2023-10-17 16:38:03.698+0100,2023-10-17 16:38:03.698+0100,true,true,,,,,,,,Milestone,Activity-SendToPartner|Milestone-End
SecondaryInvoiceValidation,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,,,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:34.698+0100,Pending,,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:48.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:48.698+0100,,,,2000,4000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-SecondaryInvoiceValidation|Section-1
SendToPartner,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,,,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:38:03.698+0100,Completed,,2023-10-17 16:37:55.698+0100,2023-10-17 16:38:03.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:38:03.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:38:03.698+0100,8000,8000,16000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-SendToPartner|Section-1
SignDocument,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,,,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:49.698+0100,Completed,,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:49.698+0100,3000,3000,6000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-SignDocument|Section-1
InboundInvoice,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,,,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:44.698+0100,Completed,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:44.698+0100,10000,10000,20000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-InboundInvoice|Section-1
ValidateInvoice,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,,,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:46.698+0100,Completed,,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:44.698+0100,2023-10-17 16:37:46.698+0100,2000,2000,4000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-ValidateInvoice|Section-1
BackupDocument,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,,,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:55.698+0100,Completed,,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:55.698+0100,6000,6000,12000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-BackupDocument|Section-1
,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,Document Handler,Document Handler description,DocumentHandler,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:55.698+0100,Completed,On Time,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:49.698+0100,2023-10-17 16:37:55.698+0100,2023-10-17 16:37:46.698+0100,2023-10-17 16:37:55.698+0100,9000,9000,18000,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,Task,Task-DocumentHandler
,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,,,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:34.698+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Inbound.Trigger.ConditionalBranch,2023-10-17 16:37:34.698+0100,,2023-10-17 16:37:34.698+0100,,2023-10-17 16:37:34.698+0100,,true,,,,Start,,5f55b62f-dcef-46be-91da-8567148b3149,,InboundInvoice,Transition,Transition-5f55b62f-dcef-46be-91da-8567148b3149
,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,,,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:44.698+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Inbound.Complete,2023-10-17 16:37:44.698+0100,,2023-10-17 16:37:44.698+0100,,2023-10-17 16:37:44.698+0100,,true,,,End,Start,,d900047b-9782-4976-9d64-557148492b39,InboundInvoice,ValidateInvoice,Transition,Transition-d900047b-9782-4976-9d64-557148492b39
,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,,,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:38:03.698+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.SendToPartner.Complete,2023-10-17 16:38:03.698+0100,,2023-10-17 16:38:03.698+0100,,2023-10-17 16:38:03.698+0100,,true,,,End,,,8d619bf5-f3c9-4121-aef3-de981c9159d9,SendToPartner,,Transition,Transition-8d619bf5-f3c9-4121-aef3-de981c9159d9
,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,,,,Secondary Invoice Group,0,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:46.698+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Validate.Complete,2023-10-17 16:37:46.698+0100,,2023-10-17 16:37:46.698+0100,,2023-10-17 16:37:46.698+0100,,true,,,End,Start,,7c8d6709-0557-4420-9148-688e621dfb6e,ValidateInvoice,SignDocument,Transition,Transition-7c8d6709-0557-4420-9148-688e621dfb6e
,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,,,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:34.698+0100,Pending,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Validate2.Complete,2023-10-17 16:37:48.698+0100,,2023-10-17 16:37:48.698+0100,,,,false,,,End,Start,,57f317be-1412-4e30-8f3a-2785c911c317,SecondaryInvoiceValidation,SignDocument,Transition,Transition-57f317be-1412-4e30-8f3a-2785c911c317
,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,,,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:55.698+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.BackupDoc.Complete,2023-10-17 16:37:55.698+0100,,2023-10-17 16:37:55.698+0100,,2023-10-17 16:37:55.698+0100,,true,,,End,Start,,f133b601-1b25-4226-a656-ad25884c91b2,BackupDocument,SendToPartner,Transition,Transition-f133b601-1b25-4226-a656-ad25884c91b2
,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,,,,Secondary Invoice Group,1,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:34.698+0100,Pending,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Validate.Refer,2023-10-17 16:37:46.698+0100,,2023-10-17 16:37:46.698+0100,,,,false,,,End,Start,,94ddb304-cb30-44a9-be8c-1779fa35f875,ValidateInvoice,SecondaryInvoiceValidation,Transition,Transition-94ddb304-cb30-44a9-be8c-1779fa35f875
,a18a6a9e-6fc1-4687-b3d2-161ae617cc60,ConditionalBranch_1.0,,,,,,,,,,2023-10-17 16:37:34.698+0100,2023-10-17 16:37:49.698+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.SignDoc.Complete,2023-10-17 16:37:49.698+0100,,2023-10-17 16:37:49.698+0100,,2023-10-17 16:37:49.698+0100,,true,,,End,Start,,c47b473a-eac5-48de-8952-d531f32f9d2c,SignDocument,BackupDocument,Transition,Transition-c47b473a-eac5-48de-8952-d531f32f9d2c
